Ticker,Date,timestamp,close,return,trade_volume
CTL,2010-05-06,2010-05-06 10:47:00-04:00,29.91,,
CTL,2010-05-06,2010-05-06 10:48:00-04:00,27.7004,,
CTL,2010-05-06,2010-05-06 08:11:00-04:00,,0.0017513134851139256,
CTL,2010-05-06,2010-05-06 10:46:00-04:00,,-0.017267494698576247,
CTL,2010-05-06,2010-05-06 10:47:00-04:00,,-0.07799013563501844,
CTL,2010-05-06,2010-05-06 10:48:00-04:00,,-0.07387495820795731,
CTL,2010-05-06,2010-05-06 10:49:00-04:00,,0.11189730112200547,
CTL,2010-05-06,2010-05-06 07:55:00-04:00,,,85049.0
CTL,2010-05-06,2010-05-06 09:27:00-04:00,,,60568.0
CTL,2010-05-06,2010-05-06 10:05:00-04:00,,,63846.0
CTL,2010-05-06,2010-05-06 10:35:00-04:00,,,62718.0
CTL,2010-05-06,2010-05-06 10:46:00-04:00,,,121317.0
CTL,2010-05-06,2010-05-06 10:47:00-04:00,,,200693.0
CTL,2010-05-06,2010-05-06 10:48:00-04:00,,,159624.0
CTL,2010-05-06,2010-05-06 10:49:00-04:00,,,89314.0
CTL,2010-05-06,2010-05-06 10:50:00-04:00,,,103738.0
CTL,2010-05-06,2010-05-06 10:51:00-04:00,,,60805.0
CTL,2010-05-06,2010-05-06 10:52:00-04:00,,,128377.0
CTL,2010-05-06,2010-05-06 10:53:00-04:00,,,93467.0
CTL,2010-05-06,2010-05-06 11:45:00-04:00,,,81921.0
CTL,2010-05-06,2010-05-06 11:49:00-04:00,,,61606.0
CTL,2010-05-06,2010-05-06 11:51:00-04:00,,,61565.0
CTL,2010-05-06,2010-05-06 11:52:00-04:00,,,72641.0
CTL,2010-05-06,2010-05-06 11:56:00-04:00,,,86263.0
CTL,2010-05-06,2010-05-06 11:58:00-04:00,,,76520.0
CTL,2010-05-06,2010-05-06 10:49:00-04:00,30.8,,
CTL,2010-05-06,2010-05-06 10:50:00-04:00,31.06,,
CTL,2010-05-06,2010-05-06 10:51:00-04:00,31.53,,
CTL,2010-05-06,2010-05-06 10:52:00-04:00,31.11,,
CTL,2010-05-06,2010-05-06 10:53:00-04:00,33.24,,
CTL,2010-05-06,2010-05-06 10:54:00-04:00,33.19,,
CTL,2010-05-06,2010-05-06 10:55:00-04:00,33.37,,
CTL,2010-05-06,2010-05-06 10:56:00-04:00,33.46,,
CTL,2010-05-06,2010-05-06 10:58:00-04:00,33.32,,
CTL,2010-05-06,2010-05-06 10:59:00-04:00,33.105,,
CTL,2010-05-06,2010-05-06 11:00:00-04:00,32.98,,
CTL,2010-05-06,2010-05-06 11:01:00-04:00,33.0975,,
CTL,2010-05-06,2010-05-06 11:02:00-04:00,33.28,,
CTL,2010-05-06,2010-05-06 11:03:00-04:00,33.27,,
CTL,2010-05-06,2010-05-06 11:04:00-04:00,33.38,,
CTL,2010-05-06,2010-05-06 11:06:00-04:00,33.52,,
CTL,2010-05-06,2010-05-06 11:07:00-04:00,33.5,,
CTL,2010-05-06,2010-05-06 11:09:00-04:00,33.475,,
CTL,2010-05-06,2010-05-06 11:10:00-04:00,33.54,,
CTL,2010-05-06,2010-05-06 11:12:00-04:00,33.3,,
CTL,2010-05-06,2010-05-06 11:13:00-04:00,33.26,,
CTL,2010-05-06,2010-05-06 11:15:00-04:00,33.25,,
CTL,2010-05-06,2010-05-06 11:16:00-04:00,33.23,,
CTL,2010-05-06,2010-05-06 11:17:00-04:00,33.45,,
CTL,2010-05-06,2010-05-06 11:19:00-04:00,33.11,,
CTL,2010-05-06,2010-05-06 11:20:00-04:00,33.065,,
CTL,2010-05-06,2010-05-06 11:21:00-04:00,33.1299,,
CTL,2010-05-06,2010-05-06 11:23:00-04:00,33.15,,
CTL,2010-05-06,2010-05-06 11:25:00-04:00,33.06,,
CTL,2010-05-06,2010-05-06 11:26:00-04:00,33.03,,
CTL,2010-05-06,2010-05-06 11:27:00-04:00,33.02,,
CTL,2010-05-06,2010-05-06 11:31:00-04:00,33.39,,
CTL,2010-05-06,2010-05-06 11:32:00-04:00,33.31,,
CTL,2010-05-06,2010-05-06 11:33:00-04:00,33.29,,
CTL,2010-05-06,2010-05-06 11:34:00-04:00,33.33,,
CTL,2010-05-06,2010-05-06 11:37:00-04:00,33.42,,
CTL,2010-05-06,2010-05-06 11:38:00-04:00,33.43,,
CTL,2010-05-06,2010-05-06 11:39:00-04:00,33.49,,
