Ticker,Date,timestamp,close,return,trade_volume
XOM,2010-05-06,2010-05-06 10:24:00-04:00,,0.005098887515451178,
XOM,2010-05-06,2010-05-06 10:44:00-04:00,,-0.02039846616065788,
XOM,2010-05-06,2010-05-06 10:45:00-04:00,,-0.029862808234660032,
XOM,2010-05-06,2010-05-06 08:36:00-04:00,,,400392.0
XOM,2010-05-06,2010-05-06 10:11:00-04:00,,,520625.0
XOM,2010-05-06,2010-05-06 10:22:00-04:00,,,433415.0
XOM,2010-05-06,2010-05-06 10:39:00-04:00,,,419175.0
XOM,2010-05-06,2010-05-06 10:40:00-04:00,,,479372.0
XOM,2010-05-06,2010-05-06 10:42:00-04:00,,,506042.0
XOM,2010-05-06,2010-05-06 10:43:00-04:00,,,655216.0
XOM,2010-05-06,2010-05-06 10:44:00-04:00,,,498012.0
XOM,2010-05-06,2010-05-06 10:45:00-04:00,,,699823.0
XOM,2010-05-06,2010-05-06 10:46:00-04:00,,,596361.0
XOM,2010-05-06,2010-05-06 10:47:00-04:00,,,514738.0
XOM,2010-05-06,2010-05-06 10:48:00-04:00,,,486435.0
XOM,2010-05-06,2010-05-06 10:49:00-04:00,,,514814.0
XOM,2010-05-06,2010-05-06 10:52:00-04:00,,,803260.0
XOM,2010-05-06,2010-05-06 10:53:00-04:00,,,529014.0
XOM,2010-05-06,2010-05-06 10:54:00-04:00,,,552923.0
XOM,2010-05-06,2010-05-06 10:55:00-04:00,,,489395.0
XOM,2010-05-06,2010-05-06 11:11:00-04:00,,,558805.0
XOM,2010-05-06,2010-05-06 11:30:00-04:00,,,405986.0
XOM,2010-05-06,2010-05-06 11:31:00-04:00,,,419381.0
XOM,2010-05-06,2010-05-06 11:48:00-04:00,,,479519.0
XOM,2010-05-06,2010-05-06 11:50:00-04:00,,,496471.0
XOM,2010-05-06,2010-05-06 11:51:00-04:00,,,410791.0
XOM,2010-05-06,2010-05-06 11:56:00-04:00,,,412103.0
XOM,2010-05-06,2010-05-06 11:59:00-04:00,,,534876.0
XOM,2010-05-06,2010-05-06 10:44:00-04:00,61.950001,,
XOM,2010-05-06,2010-05-06 10:45:00-04:00,60.1,,
XOM,2010-05-06,2010-05-06 10:46:00-04:00,60.0,,
XOM,2010-05-06,2010-05-06 10:47:00-04:00,60.5,,
XOM,2010-05-06,2010-05-06 10:48:00-04:00,61.34,,
XOM,2010-05-06,2010-05-06 10:49:00-04:00,61.31,,
XOM,2010-05-06,2010-05-06 10:51:00-04:00,62.88,,
XOM,2010-05-06,2010-05-06 10:52:00-04:00,63.08,,
XOM,2010-05-06,2010-05-06 10:53:00-04:00,63.24,,
XOM,2010-05-06,2010-05-06 10:54:00-04:00,64.55,,
XOM,2010-05-06,2010-05-06 10:55:00-04:00,64.36,,
XOM,2010-05-06,2010-05-06 10:56:00-04:00,64.28,,
XOM,2010-05-06,2010-05-06 10:57:00-04:00,63.95,,
XOM,2010-05-06,2010-05-06 10:58:00-04:00,63.85,,
XOM,2010-05-06,2010-05-06 10:59:00-04:00,63.76,,
XOM,2010-05-06,2010-05-06 11:00:00-04:00,64.7974,,
XOM,2010-05-06,2010-05-06 11:01:00-04:00,63.7,,
XOM,2010-05-06,2010-05-06 11:02:00-04:00,63.71,,
XOM,2010-05-06,2010-05-06 11:03:00-04:00,63.976,,
XOM,2010-05-06,2010-05-06 11:04:00-04:00,63.87,,
XOM,2010-05-06,2010-05-06 11:06:00-04:00,63.869999,,
XOM,2010-05-06,2010-05-06 11:07:00-04:00,64.1,,
XOM,2010-05-06,2010-05-06 11:08:00-04:00,64.15,,
XOM,2010-05-06,2010-05-06 11:09:00-04:00,63.84,,
XOM,2010-05-06,2010-05-06 11:13:00-04:00,63.47,,
XOM,2010-05-06,2010-05-06 11:14:00-04:00,63.57,,
XOM,2010-05-06,2010-05-06 11:15:00-04:00,63.74,,
XOM,2010-05-06,2010-05-06 11:16:00-04:00,63.73,,
XOM,2010-05-06,2010-05-06 11:17:00-04:00,63.8,,
XOM,2010-05-06,2010-05-06 10:43:00-04:00,,-0.006909547738693456,
XOM,2010-05-06,2010-05-06 10:54:00-04:00,,0.020714737507906422,
XOM,2010-05-06,2010-05-06 08:25:00-04:00,,-0.0005668064181330035,
XOM,2010-05-06,2010-05-06 10:52:00-04:00,,0.0031806615776079905,
XOM,2010-05-06,2010-05-06 08:07:00-04:00,,-7.5964175295650804e-06,
XOM,2010-05-06,2010-05-06 08:36:00-04:00,,-0.00015225334957380543,
XOM,2010-05-06,2010-05-06 10:21:00-04:00,,-0.001979279418586666,
XOM,2010-05-06,2010-05-06 10:39:00-04:00,,-0.004661280298321913,
XOM,2010-05-06,2010-05-06 11:10:00-04:00,,0.0004699248120298982,
XOM,2010-05-06,2010-05-06 11:28:00-04:00,,-0.0009560229445505497,
XOM,2010-05-06,2010-05-06 11:30:00-04:00,,0.0058683584456780125,
XOM,2010-05-06,2010-05-06 11:31:00-04:00,,-0.00031535793125203604,
XOM,2010-05-06,2010-05-06 11:38:00-04:00,,0.0006302190011029385,
XOM,2010-05-06,2010-05-06 11:44:00-04:00,,-0.0006253908692932519,
XOM,2010-05-06,2010-05-06 11:46:00-04:00,,-0.002183034461250566,
XOM,2010-05-06,2010-05-06 11:51:00-04:00,,-0.0034326728038696075,
XOM,2010-05-06,2010-05-06 11:56:00-04:00,,-0.0048437500000000355,
